id,keyword,location,text,predicted_label,predicted_severity,disaster_label
2004,bush fires,"Scotland, United Kingdom",@PamelaMueller @TIME  It is an honour  and privlege to pray. I have witnessed these bush fires when living in Australia,1,Mild,0
2005,bush fires,Mid north coast of NSW,@TheRealPBarry How much CO2 does an erupting volcano and bush fires raging put into the atmosphere? None of the believers mention this.,1,Mild,0
2011,casualties,Ellixton London's 33rd Borough,Warfighting Robots Could Reduce Civilian Casualties So Calling for a Ban Now Is Premature http://t.co/yvYgTcAz7k,1,Severe,2
2018,casualties,Unknown,American Weapons and Support Are Fueling a Bloody Air War in Yemen http://t.co/ZBLU4xXo44,1,Severe,2
2021,casualties,Unknown,More women children casualties of Afghan violence http://t.co/OstkZA1qaX,1,Severe,2
2029,casualties,Ngayogyakarta Hadiningrat ,Memorial day of 70 years Hiroshima and Nagasaki (69 august 1945) wth total casualties 200.000+ . God forgive them!,1,Mild,0
2030,casualties,Worldwide,Warfighting Robots Could Reduce Civilian Casualties So Calling for a Ban Now Is Premature - http://t.co/trNGqOPBdl,1,Severe,2
2044,casualties,Unknown,@JimW_in_NM @KurtSchlichter Here's the thing: they were predicting UP TO A MILLION AMERICAN CASUALTIES. Forget the goddamn Japanese.,1,Moderate,1
2048,casualties,Unknown,American Weapons and Support Are Fueling a Bloody Air War in Yemen http://t.co/F7ZcqaOcY7,1,Severe,2
2052,casualties,Unknown,Let's appreciate that the group of people that everyone hates so much the police prevented mass casualties today in Nashville.,1,Severe,2
2053,casualties,Unknown,@DonteStallworth @SteveSGoddard if you look at the casualties on Iwo Jima and Okinawa and the numbers dead on both sides you'll see it.,1,Severe,2
2054,casualties,Unknown,@Cameron_Surname @chrisg0000 The Allies forecast an Invasion of Japan had a minimum of 1 million casualties that is a minimum.,1,Mild,0
2072,casualty,Unknown,"ÛÏ@MacCocktail: 'The first casualty of war is truth.'
? Hiram Johnson (died this day) - in Tony Blairs case it died before the war! ??",1,Severe,2
2079,casualty,Unknown,Georgian wines have become a casualty in Russia's political campaign against the Ukraine: http://t.co/wCo724AmPl,1,Severe,2
2088,casualty,"Cambridge, MA",Documenting climate change's first major casualty http://t.co/5QMvEwDgiS via @GreenHarvard http://t.co/NmtWI59MU4,1,Severe,2
2137,catastrophe,London UK,Gaza 2014 - The Summer of Catastrophe https://t.co/gm3YI1D1dV #gaza #palestine #israel #BDS,1,Severe,2
2143,catastrophe,"Manhattan, NY",@twlldun @peterjukes It's a very good piece. And I agree the failure of post-war planning was the catastrophe.,1,Severe,2
2152,catastrophe,Puerto Rico,@BarackObama hello Mr. President there is a really big problem in Puerto Rico regarding the water situation no more like a catastrophe...,1,Severe,2
2155,catastrophe,Portugal,Alaska's #Wolves face catastrophe Alexander #ArchipelagoWolves population plummeted 60% in 1 yr. Be their voice:  http://t.co/vCpKdbnSfp,1,Moderate,1
2166,catastrophic,Unknown,[WP] Following a catastrophic event the United States is decimated. The President prepares his first post apocalyÛ_ http://t.co/6eCMRxUyR6,1,Moderate,1
2178,catastrophic,Unknown,The Catastrophic Effects of Hiroshima and Nagasaki Atomic Bombings Still Being Felt Today http://t.co/W1iFF7ddvy,1,Moderate,1
2197,catastrophic,Unknown,#gaming Learning from the Legacy of a Catastrophic Eruption: fifteen-mile-high plume of ash . The eruption wh... http://t.co/sv5KBP1FmO,1,Moderate,1
2202,catastrophic,www.facebook.com/Randirobics,Society will collapse by 2040 due to catastrophic food shortages says study http://t.co/2wWZBW5lId,1,Severe,2
2223,chemical emergency,"New Jersey, USA","Fake 'explosion toxic chemical' drills emergency responders before Pope Francis 1.5 million visit in Sept.
http://t.co/AjVFJD3qnI",1,Severe,2
2224,chemical emergency,"Corpus Christi, Texas",Emergency crews are on the scene of a chemical spill at Spohn Shoreline. We will have more details as they come to us.,1,Moderate,1
2228,chemical emergency,Manchester,Emergency services called to Bacup after 'strong' chemical smells http://t.co/4GaJhSPfwl,1,Moderate,1
2232,chemical emergency,UK,Rossendale: Emergency services called to Bacup after 'strong' chemical smells http://t.co/hUDTl2HdSV #rossendale,1,Moderate,1
2234,chemical emergency,Sydney,"Emergency services in Hammondville. Near Jewell Close. STORY: http://t.co/jQcy5NwbUg  #Liverpool #7News
https://t.co/snpmAlngvd",1,Moderate,1
2243,chemical emergency,Sydney,Chemical spill at a house in Hammondville. Emergency services attending. #BreakingNews #7News http://t.co/bQ94MjYgfe,1,Moderate,1
2249,chemical emergency,Unknown,Emergency services called to Bacup after 'strong' chemical smells http://t.co/hJJ7EFTJ7O,1,Moderate,1
2252,chemical emergency,Unknown,@PMBreedlove Russian nuclear-biological-chemical (NBC) brigade 'emergency response' exercise in Southern MD http://t.co/qyoT2B59ig Û_,1,Moderate,1
2253,chemical emergency,UK,Emergency prompted due to chemical spill at a factory near RedruthåÊUK https://t.co/oiCtAcbwSR http://t.co/46lSIanjMC,1,Moderate,1
2276,cliff fall,Emirate,Huge cliff landslide on road in China: Watch the moment a cliff collapses as huge chunks of rock fall onto a r... http://t.co/LKDO0momtw,1,Mild,0
2287,cliff fall,Unknown,"Video: Man rescued after 80ft cliff fall at Shaldon
Read more: http://t.co/efQCLTEVlr http://t.co/4gQy7ziMfC",1,Mild,0
2302,cliff fall,Unknown,@NTSouthWest Looks very tasty but the problem is the cliff might fall into the sea due to coastal erosion so it would be crumbly then,1,Moderate,1
2310,collapse,"Kampala, Uganda",Greece's tax revenues collapse as debt crisis continues http://t.co/V5yyzNGRBZ,1,Severe,2
2323,collapse,Unknown,West Side water main break causes street collapse (VIDEO) - El Paso Times http://t.co/uP9TWymJlV,1,Moderate,1
2328,collapse,Greece,The Guardian Greece's tax revenues collapse as debt crisis continues The Guardian FreshÛ_ http://t.co/L0ARQL2q2O,1,Severe,2
2335,collapse,Unknown,Residents set up sign as tribute to families who lost their lives in the Thane building collapse: The unfortun...  http://t.co/zT6wANhXuj,1,Severe,2
2353,collapse,"Paterson, New Jersey ",Greece's tax revenues collapse as debt crisis continues: As talks continue over proposed âÂ86bn third bailout ... http://t.co/7w2WiEFjuq,1,Severe,2
2360,collapsed,"Minneapolis, MN",35W Memorial honoring those who died when the bridge collapsed. http://t.co/qIb5fYaLGs,1,Moderate,1
2380,collapsed,"Eugene, OR.",VIDEO: Link to the billowing fire after the SouthTowne Lanes roof collapsed: http://t.co/YrRHqZLKoR http://t.co/dXk4sUXMKV,1,Moderate,1
2383,collapsed,"Huntsville, AL",3D view of the storm that developed &amp; collapsed over Albertville this evening; some wind damage reported #valleywx http://t.co/2wJ1MNz3mE,1,Moderate,1
2393,collapsed,Hong Kong,3-pronged inquiry launched into collapsed #HongKong furniture retailer DSC http://t.co/Tg3ukIsgEN @scmp_news http://t.co/An5LpimNfA,1,Moderate,1
2401,collapsed,Tampa Bay,Official: Crowd in tent that collapsed was told to stay put: LANCASTER N.H. - Circus workers first told spectatorsÛ_ http://t.co/yRQgASn0JG,1,Mild,0
2461,collided,Islamabad,@FarhanKVirk @PTISalarKhan ! Instead of promoting false news first get your facts right . It was a road rage incident . Vehicles collided,1,Severe,2
2481,collided,Unknown,#maritime The sand carrier Shinto Maru and chemical tanker Hoshin Maru collided on 7 nautical miles off Honshu... http://t.co/2bnfoAGpzD,1,Mild,0
2509,collision,Unknown,Call to car vs fed ex truck head on collision on I-40 mile marker 118. Prayers for the families as we get to the scene!,1,Moderate,1
2511,collision,Unknown,Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/eOPWBtUYr9,1,Severe,2
2518,collision,Denver Colorado,Motorcyclist bicyclist injured in Denver collision on Broadway: At least two people were taken to a localÛ_ http://t.co/PMv8ZDFnmr,1,Severe,2
2522,collision,"Parkway, CA",Traffic Collision - Ambulance Enroute: Florin Rd at Franklin Blvd South Sac http://t.co/dYEl9nMQ0A,1,Moderate,1
2525,collision,Unknown,The Denver Post - Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/yjrIi5mHii,1,Severe,2
2529,collision,"San Francisco, CA",Marin Sr37 / Sr121 **Trfc Collision-Unkn Inj** http://t.co/yqJVEVhSzx,1,Mild,0
2533,collision,"Riverside, CA",Riverside I15 N Sr91 E Con / I15 N Sr91 W Con **Trfc Collision-Unkn Inj** http://t.co/QqMLKvgPQk,1,Mild,0
2558,crash,Somewhere in the Canada,Mom fights to recover in hospital from fiery car crash while kids miss her at home - http://t.co/0UH26R2zfX,1,Severe,2
2562,crash,Unknown,No citation for Billings police officer who caused Broadwater crash http://t.co/aAhYoEITzl http://t.co/ULZ3ubQV5z,1,Severe,2
2563,crash,Unknown,'Our little angel': Banjo Pilon 10 dies after skateboarding crash at Wamberal: At the weekend 10-year-old B... http://t.co/5bcOQB6Cff,1,Mild,0
2574,crash,Unknown,New post: 'India Train Crash Kills Dozens' http://t.co/6OQaZmQa3L,1,Severe,2
2583,crash,Unknown,Thieves crash dealership gate steal four vehicles in Killeen http://t.co/aA47AXC6sr http://t.co/fz5axahPVr,1,Severe,2
2586,crash,Vancouver,#portmoody Clarke Rd hill n/b blocked by crash past Seaview traffic back to Kemsley. Take Como Lake to Gatensbury to get around it.,1,Moderate,1
2596,crash,Los Angeles,.@Emily_Noel95 @SterlingKnight @joeylawrence @ABCFmelissajoey that car crash was pretty fun to film  #melissaandjoeychat,1,Mild,0
2600,crash,Philippines,NEWS: 2 injured in school bus crash in Bordentown - http://t.co/672bY6OOjn | Details: http://t.co/N5IHOfDpD4,1,Moderate,1
2601,crash,"Indian Trail, North Carolina",The Crash And A New Depression ÛÒ The Seeds For The Next Crisis Have Already Been Sown http://t.co/IsN9HdZ4cp,1,Severe,2
2623,crashed,Estados Unidos,Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three members of t... http://t.co/ZlBOeMXo2T,1,Moderate,1
2634,crashed,Arlington VA (DC Area),#news Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three member... http://t.co/hHsN0VnYKs,1,Moderate,1
2636,crashed,Unknown,"aQgcO mhtw4fnet

Pakistan says army helicopter has crashed in country's restive northwest  - Fox News",1,Mild,0
2639,crashed,Pakistan,"Pak army helicopter crashed in Mansehra. 
Pray for departed souls. http://t.co/XclNBVvfSi",1,Mild,0
2650,crashed,Swat Pakistan,08 Army personnel including 5 Majors were martyred when a helicopter of Army Medical Corps crashed near Mansehra. http://t.co/wyMrtwsZHU,1,Mild,0
2762,curfew,"Lufkin.Texas,USA",Black African refugees in 'Israel' cannot attend Kenye West concert due to curfew for black refugees.. http://t.co/S0usjQYIJe,1,Moderate,1
2804,cyclone,"Miami, FL",Happy to report all is quite in the TROPICS. Cyclone Development not expected at this time @CBSMiami @MiamiHerald http://t.co/vI5oVsaHqL,1,Mild,0
2809,cyclone,"Melbourne, Australia",An Appeal By Cardinal Charles Bo SDB ( CNUA) Dear Brothers and Sisters The  recent cyclone and the massive... http://t.co/bLgH5bTV8T,1,Mild,0
2810,cyclone,"Comox Valley Courtenay, BC  ",Cyclone hits Skye  http://t.co/QZYeRMrQtW http://t.co/N5AI9pQNjg,1,Mild,0
2812,cyclone,NYC,@orochinagicom GIGATECH CYCLONE,1,Mild,0
2814,cyclone,"Quezon City, PHILIPPINES","SEVERE WEATHER BULLETIN No. 6
FOR: TYPHOON ÛÏ#HannaPHÛ (SOUDELOR)
TROPICAL CYCLONE: WARNING

ISSUED AT 11:00 PM... http://t.co/fKoJd0YqK0",1,Severe,2
2816,cyclone,"Brooklyn, NY",First time for everything! @ Coney Island Cyclone https://t.co/SdNT3Dhs3W,1,Mild,0
2818,cyclone,Sittwe,@Aliyeskii @wquddin @tunkhin80 @MaungKyawNu @drkhubybe @nslwin @ibrahimdubashi @mdskar @zarnikyaw @kyawthu043 After cyclone,1,Mild,0
2824,cyclone,"Vineland, NJ, USA",#weather #tropicalweather: Tropical Cyclone Tracking update 1245Z 6 Aug 15. http://t.co/D79laflys9 #tropicalupdate,1,Mild,0
2834,cyclone,Unknown,Is that a hurricane or a typhoon? No matter which one it's also a cyclone. http://t.co/c5kJAtjgzn,1,Moderate,1
2845,cyclone,Unknown,"RT  SEVERE WEATHER BULLETIN No. 6
FOR: TYPHOON ÛÏÛ (SOUDELOR)
TROPICAL CYCLONE: WARNING

ISSUED AT 11:00 PM...  https://t.co/BYy4dHrqyH",1,Severe,2
2847,cyclone,NYC,Red Tropical Cyclone alert for SOUDELOR-15 in China Northern Mariana Islands 06 Aug 2015 06:00 UTC http://t.co/DMnr5Nkfo7,1,Mild,0
2848,cyclone,"Mansfield, Ohio","#LocalEventCountdown:
8. Curtain opens on The Black Cyclone in Shelby tickets &amp; info: http://t.co/v7dCz5DJDj #rstoday",1,Mild,0
2868,damage,Downtown New York,#LMÛªs @frauncestavern named one of the historic properties granted $$ by @NYGovCuomo to repair #Sandy damage http://t.co/OcAdC8vFyF,1,Moderate,1
2894,damage,USA,Alpine city park vandalized $2500 in damage http://t.co/fwk8puB2wF,1,Moderate,1
2989,dead,Nigeria,411Naija åÈ Flood: Two people dead 60 houses destroyed in Kaduna http://t.co/yAvL49DoOF,1,Severe,2
2996,dead,Indiana,For everyone that doesn't know Chris Prater was struck by a train this morning and pronounced dead on scene. Prayers to his family.,1,Severe,2
3031,death,Unknown,This wall is going to be the death of me...due to the years of water leaks and lack of maintenanceÛ_ https://t.co/PVd2fYBa0q,1,Severe,2
3032,death,Unknown,The Iran Deal Will Result In Terrorism And Death | Truth Revolt http://t.co/xrG0FacL6T,1,Severe,2
3040,death,Unknown,A single death is a tradery many deaths is statistics.,1,Severe,2
3063,deaths,Does it really matter!,Deaths 2 http://t.co/4A1fSwePpg,1,Mild,0
3065,deaths,In my baby with pie,@betrayedhunter reading he paused as he came across a couple of deaths and began to read deeper into it.,1,Mild,0
3067,deaths,Does it really matter!,Deaths 5 http://t.co/0RtxTT11jj,1,Mild,0
3069,deaths,"Kampala, Uganda",Bigamist and his 'first' wife are charged in the deaths of his 'second' pregnant wife her child 8 her motherÛ_ http://t.co/t5HwUnjK7g,1,Moderate,1
3076,deaths,ICO Arkansas,HEALTH FACT: Women account for 39% of smoking deaths. http://t.co/fSx2H9XAkI,1,Mild,0
3087,deaths,UAE,@mohammedzismail because there was more deaths by regular gunsmissilesbombs and what not warfare than the A-bombs used in A war.,1,Severe,2
3088,deaths,"Georgetown,Guyana",Infections driving up neonatal deaths ÛÒ Health Minister #Guyana http://t.co/ImugNXrEBN,1,Mild,0
3094,deaths,Unknown,Bigamist and his Û÷firstÛª wife are charged in the deaths of his Û÷secondÛª pregnant wife her child 8 her mother her nephew 1 and their uÛ_,1,Mild,0
3096,deaths,"Elko, Nevada",MSHA stepping up enforcement after mining deaths: http://t.co/4HM34lrUER via @elkodaily,1,Mild,0
3098,deaths,Also follow ?,Bigamist and his 'first' wife are charged in the deaths of his 'second' pregnant wife her child 8 her mothe... http://t.co/RH15gGSgQG,1,Moderate,1
3110,debris,Canada,Debris Found in Indian Ocean could be Malaysia Flight 370! http://t.co/VUoJPrKUAX,1,Mild,0
3113,debris,Rochester Minnesota,BBC News - MH370: Reunion debris is from missing Malaysia flight http://t.co/bze47fzKUd,1,Moderate,1
3121,debris,Unknown,#news Island Wreckage Is From Missing Malaysian Jet: Officials: Debris found on Reunion Island is from flight ... http://t.co/kRvUmMtVY2,1,Moderate,1
3127,debris,Eastbourne East Sussex ,Hopefully this will bring some closure for the families #MH370: Malaysian PM confirms debris is from missing flight http://t.co/2963y36LdF,1,Moderate,1
3128,debris,Unknown,RÌ©union Debris Is Almost Surely From Flight 370 Officials Say http://t.co/hJ1BX8Bgu1,1,Mild,0
3129,debris,UK.,#AUS Aircraft debris found on island is from MH370 Malaysia confirms http://t.co/1zFGk9ET5v #abc,1,Mild,0
3135,debris,Unknown,#?? #?? #??? #??? MH370: Aircraft debris found on La Reunion is from missing Malaysia Airlines ...  http://t.co/ykLruIMIsD,1,Moderate,1
3143,debris,Unknown,With authorities ???increasingly confident??? the airplane debris recovered Wednesday comes from MH370 official analysis is set to begin,1,Mild,0
3146,debris,"Calabasas, CA",Investigators: Plane Debris Is 'Conclusively' From MH370 http://t.co/uKOZWID5k3 #gadgets #tech,1,Mild,0
3148,debris,World,Top story: MH370: Reunion debris is from missing plane - BBC News http://t.co/jasWg2MwIi see more http://t.co/qgk64YPN13,1,Moderate,1
3149,debris,"New York, NY",Per Malaysia's PM 'this piece of debris ... is conclusively a part from the wing of #MH370.' More right now http://t.co/Bd3ik4oz2r,1,Mild,0
3151,debris,"Bristol, UK",Interesting MH370: Aircraft debris found on La Reunion is from missing Malaysia Airlines ... - ABC O... http://t.co/q0OjWnY4Kc Please RT,1,Mild,0
3206,deluged,"Toronto, Canada",thousands displaced as houses &amp; roads deluged by floodwater after week of persistent rains. #floods #climate #cdnpoli http://t.co/4WeDZRSWbn,1,Mild,0
3209,deluged,'schland,Police are still searching for two people after rain and mud deluged the western town of TetovoÛ_ http://t.co/XPhZ3GoUhR #Deutsche #Sprache,1,Mild,0
3247,deluged,hyderabad,Glimpses: &lt;b&gt;Hyderabad&lt;/b&gt; deluged by heavy rainfall: HYDERABAD: With flood waters headingÛ_ http://t.co/TWFWTxZ2dS,1,Mild,0
3250,deluged,Austin,"deluged dismay so
soon surrendered summer drought
descending disturbed

#sunrise#haiku #poetry #wimberley #atx#smtx http://t.co/z9FDebg5Fm",1,Severe,2
3257,demolish,USA,"RT AbbsWinston: #Zionist #Terrorist Demolish Tire Repair Shop Structure in #Bethlehem
http://t.co/Om3ntQIh2m http://t.co/6SAS3fuahA",1,Severe,2
3305,demolished,Canada,A demolished Palestinian village comes back to life http://t.co/Jsf5OFB3m6 via @wagingnv http://t.co/Hskd5MUosM,1,Mild,0
3321,demolished,"Paterson, New Jersey ",@Ramdog1980 Israeli soldiers demolished a residential shed and a barn. Soldiers also demolished a shed in Beit Kahel northwest of Hebron.,1,Moderate,1
3330,demolished,"Paterson, New Jersey ",Six Palestinians Kidnapped in West Bank Hebron Home Demolished - International Middle East Media Center http://t.co/J9UzIIQ3PX,1,Mild,0
3331,demolished,India,Uttarakhand: Journalist's house demolished who exposed corruption - Oneindia http://t.co/Ro1aWWuDYE,1,Severe,2
3358,demolition,"San Diego, CA",De-watering demolition defends against flooding http://t.co/dTO0ULjxn3,1,Mild,0
3360,demolition,Unknown,"#Muslim cemetery demolition infuriates cultural groups in #Israel 

http://t.co/vpLZKUidz2",1,Mild,0
3371,demolition,cyberspace,Canberra's Currong Apartments marked for demolition in September http://t.co/ZyRR8DzJx6,1,Mild,0
3374,demolition,Unknown,General News Û¢åÊ'Demolition of houses on waterways begins at Achimota Mile 7 ' via @233liveOnline. Full story at http://t.co/iO7kUUg1uq,1,Mild,0
3378,demolition,"New York, New York",Demolition Means Progress: Flint Michigan and the Fate of the American Metropolis Highsmith https://t.co/fj7p8A1hvM,1,Mild,0
3385,demolition,Unknown,Problem motel nears demolition http://t.co/fKx4IH7kM1 http://t.co/n8VcxGyhQ8,1,Moderate,1
3416,derail,San Francisco,Two trains derail in central India's Madhya Pradesh http://t.co/ijDePwuYNY,1,Moderate,1
3422,derail,Unknown,BBC News - India rail crash: Trains derail in Madhya Pradesh flash flood http://t.co/9UFemKfIiv,1,Severe,2
3426,derail,Unknown,Related News: Here&amp;#8217;s what caused a Metro train to derail in downtown D.C. - Local - The Washington Post |  http://t.co/4AoNQ9vnhs,1,Moderate,1
3453,derailed,DC & MoCo,@CoolBreezeT train derailed at Smithsonian...no passenger train...then my red line train became disabled between FH &amp; Bethesda,1,Moderate,1
3456,derailed,"Edmonton, Alberta",Interesting to note: Metro train derailed in Washington this morn after going thru interlocking area. One of lines affected by closure 1/3,1,Moderate,1
3457,derailed,"Washington, DC",@FixWMATA @AdamTuss Do you know about path of derailed train? Doesn't make sense. If it was coming from yard why turning at Smithsonian?,1,Severe,2
3458,derailed,"District of Columbia, USA",Train derailed at Smithsonian Metro. Sidewalks outside L'Enfant mobbed to get on buses @wmata #nightmarecommute,1,Moderate,1
3461,derailed,PG,@lizkhalifa no passenger train derailed earlier this morning,1,Moderate,1
3467,derailed,"Waterloo, Ontario, Canada",".@CBCNorth see photo Old Lady of the Falls (sacred site) RR says derailed Talston power line to diamond mines in 2010
http://t.co/SxlfSNsPH0",1,Moderate,1
3488,derailed,"Washington, DC",Also there is no estimate of damage yet from #WMATA/#Metro on the six-car train that derailed ~5 a.m. Shuttle service available. @CQnow,1,Severe,2
3491,derailed,"Alexandria, VA, USA",Oh a #wmata train derailed. Kind of disappointed how unsurprised I am.,1,Moderate,1
3496,derailed,"Woodbridge, VA ",3 cars of #Metro train ready to go into service derailed near #Smithsonian station disrupting service. No injuries. More at noon @wusa9,1,Severe,2
3502,derailed,"/ Kattappana, Kerala ",'@WSJ: How a rare lizard derailed Adani GroupÛªs plan to build a huge coal mine in Australia http://t.co/dkNPK6FbE4 http://t.co/BiVShY4q1b',1,Moderate,1
3507,derailment,Worldwide,Google News - A Twin Train Derailment in India Leaves at Least 24 Dead - TIME http://t.co/yf56oK7Pgp #world,1,Severe,2
3511,derailment,"Chicago, IL",@CTAFails PHOTOS from Green Line derailment http://t.co/Y8xFVJAlLr http://t.co/qUUUN88czw,1,Mild,0
3515,derailment,Unknown,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives: A group of villagers saved over 70 passengers' lives after two train...,1,Mild,0
3516,derailment,"Chicago, IL",#CTA GREEN LINE: All passengers have been evacuated due to a derailment however no service Garfield-Cottage Grove. http://t.co/qePJ0Hwpay,1,Moderate,1
3538,derailment,Chicago,Great photo by the Tribune's Terrence Antonio James after Green Line derailment (no one hurt fortunately) http://t.co/YFavM641OS,1,Mild,0
3539,derailment,Mumbai,Latest : Suresh Prabhu calls Harda derailment a natural calamity; officials feel ... - Economic Ti... http://t.co/6bCIvdaEa0 #IndianNews,1,Mild,0
3541,derailment,Unknown,CTA Green Line service has resumed after an earlier derailment near Garfield expect delays. @WBBMNewsradio,1,Mild,0
3545,derailment,Unknown,Green Line trains resume service after South Side derailment: Green Line service has resumed more than four h... http://t.co/dJztc7apf1,1,Mild,0
3547,derailment,Unknown,#Amtrak Rail #Disaster http://t.co/H6Ol73KZJg http://t.co/Qfydu4PVGK,1,Severe,2
3551,derailment,India,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,1,Mild,0
3579,desolate,Macclesfield,@WilliamTCooper TY for the follow Go To http://t.co/l9MB2j5pXg BRUTALLY ABUSED+DESOLATE&amp;LOST + HER LOVELY MUM DIES..Is it Murder? Pls RT,1,Moderate,1
3620,desolation,"Sydney, Australia",#Kids going to #school amidst the #desolation of an #earthquake #aftermath #Love #OlympusÛ_ https://t.co/pqds20yrJs,1,Mild,0
3699,destroyed,Unknown,@Musketeiro I see ISIL destroyed in Iraq in  May 2016. This may help Iraqis help Syrian government against it. But Nusrah and Ahrar not yet.,1,Severe,2
3701,destroyed,Unknown,#TheSun Flood: Two people dead 60 houses destroyed in Kaduna: Two people have been reportedly killed and 60 h...  http://t.co/Aawmx5w9sh,1,Severe,2
3709,destroyed,"festac,Lagos,Nigeria",(SJ GIST): 148 Houses Farm Produce Destroyed By Flood In Sokoto: About 148 houses were on Saturday destroyed ... http://t.co/vqU1Y31hKU,1,Severe,2
3720,destroyed,Nigeria,Flood: Two people dead 60 houses destroyed in Kaduna http://t.co/8H2SP6Ze3o,1,Severe,2
3728,destroyed,"Cape Town, South Africa",Remember #Hiroshima destroyed by #Nuclear bomb..an occurrence should never ever happen again yet highly likely recur http://t.co/mB3MJevBb0,1,Severe,2
3733,destroyed,"Dunedin, New Zealand",19000 homes destroyed in Gaza -- ZERO rebuilt. Join me in busting the blockade! Sign &amp; RT #Gaza #OpenGaza https://t.co/WF9GMhjh2M,1,Moderate,1
3762,destruction,"lake worth, Fl",New RAN report from the frontlines of human rights abuses and forest destruction for fashion.: http://t.co/OmpzUyAsle,1,Severe,2
3781,destruction,Hollywood,Russian authorities to take account of petition against destruction of sanctioned food: Vladimir Putin's press... http://t.co/GUvSVPesZU,1,Severe,2
3783,destruction,Unknown,The day of death destruction chaos; 60000 to 80000 people were killed instantly. Please take sometime to remember and think about others,1,Severe,2
3784,destruction,Unknown,He is one of the three survivors of the destruction of Otsuka Village.,1,Severe,2
3791,destruction,Unknown,New RAN report from the frontlines of human rights abuses and forest destruction for fashion.: http://t.co/5xyE2Rkuri,1,Severe,2
3792,destruction,Unknown,Related News: The Bureaucrats Who Singled Out Hiroshima for Destruction - Global - The Atlantic |  http://t.co/Tnex4HUsnp,1,Severe,2
3847,detonate,Boulder via DC,First Stearns grenade thought to be WWII-era. This one apparently newer. Bomb squad plans to detonate around 8 p.m. http://t.co/qppTQ6oTat,1,Moderate,1
3882,detonation,ShloMotion,#JerusalemPost WATCH: Israel performs controlled detonation of land mines on Golan Heights http://t.co/01HuX8Y9Gi,1,Mild,0
3884,detonation,Unknown,via Jerusalem Post: WATCH: Israel performs controlled detonation of land mines on Golan Heights... http://t.co/rFB2ft4wX0,1,Mild,0
3891,detonation,Please follow and RT! :),WATCH: Israel performs controlled detonation of land mines on Golan Heights - Jerusalem Po... http://t.co/0Y07oA5UeX #israel #israelnews,1,Mild,0
3898,devastated,Unknown,Obama Declares Disaster for Typhoon-Devastated Saipan,1,Severe,2
3915,devastated,Unknown,Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Marians a... http://t.co/AslUFEKOXN,1,Severe,2
3920,devastated,Unknown,Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Marians a... http://t.co/9i6CrCRq2m,1,Severe,2
3930,devastated,Dhaka,Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Marians a... http://t.co/lEYJwNnAH8,1,Severe,2
3965,devastation,wherever Wolf Blitzer is,#CNNHoTD soccer mom wild swimming handcuffed child teen hookup case nuclear devastation showers Miss Piggy... http://t.co/XG9s40AFtZ,1,Moderate,1
3972,devastation,"Pennsylvania, USA",Despite past devastation fortunately #forgiveness mutual #respect and #peace emerged.  #Remember #Hiroshima and #Nagasaki,1,Mild,0
3976,devastation,Unknown,"HQhed mhtw4fnet

A sad reminder of nuclear devastation - Washington Post",1,Severe,2
3985,devastation,EspaÌ±a/Catalunya/Girona,Is This Country Latin America's Next 'Argentina': One week ago we reported on the economic devastation in he o... http://t.co/J3rcOflDyA,1,Severe,2
3987,devastation,Pakistan,At least 18 houses 5 bridges destroyed in flash #floods in #Gilgit-#Baltistan on Wednesday. http://t.co/HSJcR45SIS http://t.co/dQ931ea6Pr,1,Severe,2
3988,devastation,Unknown,70 Years After Atomic Bombs Japan Still Struggles With War Past: The anniversary of the devastation wrought b... http://t.co/JESoSSDjjH,1,Severe,2
3991,devastation,kansas USA,70 Years After Atomic Bombs Japan Still Struggles With Wartime Past: The anniversary of the devastation wroug... http://t.co/AU6Sm5FaMq,1,Severe,2
3999,disaster,Ottawa,IRIN Asia | Red tape tangles Nepal reconstruction | Nepal | Disaster Risk Reduction | Natural Disasters http://t.co/q7LG6ncf7G,1,Severe,2
4002,disaster,Indiana,Trying to route my sister into W. Lafayette from the Indy airport. Suggested I-74 to SR 25 west of Crawfordsville. Hope it's not a disaster.,1,Mild,0
4004,disaster,"UiTM, Shah Alam",Time to End the Disaster of Rail Privatisation http://t.co/ksxznPY5gt,1,Severe,2
4031,disaster,Unknown,Disaster [Chapter 27] https://t.co/EAsxT3y84R http://t.co/CjUFunsDKg,1,Severe,2
4035,disaster,Unknown,Deepwater drill company gains $735m: Transocean one of the companies associated with BP's Deepwater Horizon oil well disaster recoversÛ_,1,Severe,2
4040,disaster,Unknown,"This Palestinian family was lucky but hundreds are feared dead in the latest boat disaster in the Mediterranean
https://t.co/cT5v3LcNKD",1,Severe,2
